p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Gene	ensembl_gene_id	entrezgene_id	wikigene_description	ontology term	ontology description	ontology level
5.88E-09	0.311796368	0.344	0.296	0.000189765	5330438D12Rik	ENSMUSG00000052291	327824	RIKEN cDNA 5330438D12 gene			
6.28E-09	0.328193225	0.559	0.519	0.000202873	Ccr5	ENSMUSG00000079227	12774	C-C motif chemokine receptor 5	G protein-coupled receptor activity	Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.	molecular_function
6.44E-09	-0.327239643	0.272	0.316	0.000208019	Hint3	ENSMUSG00000019791	66847	histidine triad nucleotide binding protein 3	catalytic activity	"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."	molecular_function
7.66E-09	0.298153281	0.367	0.32	0.00024722	Mbp	ENSMUSG00000041607	17196	myelin basic protein	structural constituent of myelin sheath	The action of a molecule that contributes to the structural integrity of the myelin sheath of a nerve.	molecular_function
8.25E-09	-0.261087142	0.33	0.377	0.000266252	Mrpl12	ENSMUSG00000039640	56282	mitochondrial ribosomal protein L12	structural constituent of ribosome	The action of a molecule that contributes to the structural integrity of the ribosome.	molecular_function
8.32E-09	0.30145757	0.47	0.427	0.000268576	Dgkd	ENSMUSG00000070738	227333	"diacylglycerol kinase, delta"	protein binding	Binding to a protein.	molecular_function
8.41E-09	0.362331485	0.275	0.232	0.000271636	Lrrc25	ENSMUSG00000049988	211228	leucine rich repeat containing 25			
8.47E-09	-0.319978995	0.355	0.398	0.000273428	Selenoh	ENSMUSG00000076437	72657	selenoprotein H	Golgi apparatus	"A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."	cellular_component
8.60E-09	0.28759998	0.291	0.247	0.000277514	Stim2	ENSMUSG00000039156	116873	stromal interaction molecule 2	protein binding	Binding to a protein.	molecular_function
9.03E-09	-0.279358275	0.424	0.463	0.000291608	Alyref	ENSMUSG00000025134	21681	Aly/REF export factor	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
9.66E-09	0.293013637	0.34	0.296	0.000311999	Mlec	ENSMUSG00000048578	109154	malectin	carbohydrate binding	"Binding to a carbohydrate, which includes monosaccharides, oligosaccharides and polysaccharides as well as substances derived from monosaccharides by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom. Cyclitols are generally not regarded as carbohydrates."	molecular_function
9.79E-09	0.267410155	0.37	0.32	0.000316178	Anks1	ENSMUSG00000024219	224650	ankyrin repeat and SAM domain containing 1	protein binding	Binding to a protein.	molecular_function
1.04E-08	0.282752535	0.406	0.363	0.000335182	Dnajb11	ENSMUSG00000004460	67838	DnaJ heat shock protein family (Hsp40) member B11	protein folding	The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure.	biological_process
1.08E-08	0.314538993	0.28	0.237	0.000349035	Atp6v0a2	ENSMUSG00000038023	21871	"ATPase, H+ transporting, lysosomal V0 subunit A2"			
1.08E-08	0.262853988	0.491	0.446	0.000349776	Dpysl2	ENSMUSG00000022048	12934	dihydropyrimidinase-like 2	hydrolase activity	"Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc."	molecular_function
1.09E-08	0.324021279	0.552	0.506	0.000352756	Irf1	ENSMUSG00000018899	16362	interferon regulatory factor 1	regulation of DNA-templated transcription	"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."	biological_process
1.10E-08	0.298714795	0.293	0.25	0.000356571	Glb1	ENSMUSG00000045594	12091	"galactosidase, beta 1"	carbohydrate metabolic process	"The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."	biological_process
1.11E-08	-0.333623802	0.304	0.344	0.000358986	Slc43a2	ENSMUSG00000038178	215113	"solute carrier family 43, member 2"	transmembrane transporter activity	"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other."	molecular_function
1.21E-08	-0.409487333	0.278	0.32	0.000390412	Glrx	ENSMUSG00000021591	93692	glutaredoxin	mitochondrion	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."	cellular_component
1.34E-08	0.378492157	0.306	0.261	0.00043132	Bach1	ENSMUSG00000025612	12013	"BTB and CNC homology 1, basic leucine zipper transcription factor 1"	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
1.34E-08	0.34744003	0.284	0.24	0.000432457	Ddit3	ENSMUSG00000025408	13198	DNA-damage inducible transcript 3	regulation of DNA-templated transcription	"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."	biological_process
1.34E-08	0.300067424	0.493	0.472	0.000432833	Trem2	ENSMUSG00000023992	83433	triggering receptor expressed on myeloid cells 2	cellular response to hypoxia	"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."	biological_process
1.37E-08	0.254956112	0.335	0.287	0.000442338	Trappc9	ENSMUSG00000047921	76510	trafficking protein particle complex 9			
1.45E-08	0.313814265	0.482	0.44	0.000469233	Snx20	ENSMUSG00000031662	71607	sorting nexin 20	protein binding	Binding to a protein.	molecular_function
1.47E-08	0.308999725	0.394	0.351	0.000473404	Abca1	ENSMUSG00000015243	11303	"ATP-binding cassette, sub-family A member 1"	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
1.81E-08	0.308955053	0.422	0.387	0.000585516	Anxa3	ENSMUSG00000029484	11745	annexin A3	calcium ion binding	Binding to a calcium ion (Ca2+).	molecular_function
1.89E-08	0.303926914	0.304	0.263	0.000610167	Herc6	ENSMUSG00000029798	67138	hect domain and RLD 6	ubiquitin-protein transferase activity	"Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y = Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages."	molecular_function
1.98E-08	0.299817942	0.318	0.276	0.000638302	Gm42031	ENSMUSG00000110386	NA				
2.13E-08	0.506570095	0.294	0.255	0.000688177	Gem	ENSMUSG00000028214	14579	GTP binding protein overexpressed in skeletal muscle	GTPase activity	Catalysis of the reaction: GTP + H2O = GDP + H+ + phosphate.	molecular_function
2.18E-08	-0.350631098	0.216	0.261	0.000704804	H1f0	ENSMUSG00000096210	14958	H1.0 linker histone	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
2.24E-08	0.251646085	0.312	0.267	0.000722174	Hsd17b11	ENSMUSG00000029311	114664	hydroxysteroid (17-beta) dehydrogenase 11	endoplasmic reticulum	"The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."	cellular_component
2.37E-08	0.321258502	0.253	0.212	0.000765091	Czib	ENSMUSG00000028608	74098	CXXC motif containing zinc binding protein	molecular_function	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs."	molecular_function
2.83E-08	0.305032062	0.47	0.429	0.000912298	Gsap	ENSMUSG00000039934	212167	gamma-secretase activating protein			
2.87E-08	0.319546952	0.292	0.25	0.000925985	Fam91a1	ENSMUSG00000037119	210998	"family with sequence similarity 91, member A1"	molecular_function	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs."	molecular_function
2.97E-08	-0.326775112	0.357	0.4	0.000958828	Mvb12a	ENSMUSG00000031813	73711	multivesicular body subunit 12A	cytoplasm	"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."	cellular_component
3.00E-08	-0.254875975	0.39	0.433	0.00096886	Pin4	ENSMUSG00000079480	69713	"peptidyl-prolyl cis/trans isomerase, NIMA-interacting, 4 (parvulin)"	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
3.08E-08	-0.299038159	0.22	0.263	0.000994082	Klf10	ENSMUSG00000037465	21847	Kruppel-like transcription factor 10	nucleus	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	cellular_component
3.26E-08	0.325119263	0.262	0.22	0.001051283	Gm26510	ENSMUSG00000097154	NA				
3.47E-08	0.256697552	0.265	0.223	0.001121441	Ankrd10	ENSMUSG00000031508	102334	ankyrin repeat domain 10			
3.62E-08	-0.263427578	0.263	0.308	0.001168147	Adam19	ENSMUSG00000011256	11492	ADAM metallopeptidase domain 19	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.	biological_process
4.01E-08	0.271768236	0.432	0.388	0.0012959	Pfkfb3	ENSMUSG00000026773	170768	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
4.12E-08	-0.49957935	0.215	0.251	0.001330337	Tmem37	ENSMUSG00000050777	170706	transmembrane protein 37	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
4.26E-08	0.2946214	0.624	0.609	0.00137495	Hexb	ENSMUSG00000021665	15212	hexosaminidase B	carbohydrate metabolic process	"The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."	biological_process
4.36E-08	-0.312012809	0.343	0.383	0.001407953	Ino80b	ENSMUSG00000030034	70020	INO80 complex subunit B	Ino80 complex	A multisubunit protein complex that contains the Ino80p ATPase; exhibits chromatin remodeling activity.	cellular_component
4.66E-08	0.270513555	0.268	0.225	0.001504869	Map7d1	ENSMUSG00000028849	245877	MAP7 domain containing 1	microtubule cytoskeleton organization	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins."	biological_process
4.89E-08	0.367446046	0.259	0.22	0.001577305	Spidr	ENSMUSG00000041974	224008	scaffolding protein involved in DNA repair	molecular_function	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs."	molecular_function
5.62E-08	-0.336201102	0.262	0.302	0.001815086	Fam89b	ENSMUSG00000024939	17826	"family with sequence similarity 89, member B"			
5.66E-08	-0.320504665	0.233	0.274	0.001827495	Lage3	ENSMUSG00000015289	66192	"L antigen family, member 3"			
6.00E-08	0.276957637	0.267	0.227	0.001935864	Hsd17b4	ENSMUSG00000024507	15488	hydroxysteroid (17-beta) dehydrogenase 4	oxidoreductase activity	"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."	molecular_function
6.88E-08	0.260209028	0.346	0.304	0.002219765	Cdk14	ENSMUSG00000028926	18647	cyclin dependent kinase 14	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
7.07E-08	-0.337737642	0.303	0.344	0.002281232	Ppp1r21	ENSMUSG00000034709	73825	"protein phosphatase 1, regulatory subunit 21"	molecular_function	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs."	molecular_function
7.12E-08	0.320524444	0.306	0.264	0.002297518	Ints6l	ENSMUSG00000035967	236790	integrator complex subunit 6 like			
9.86E-08	-0.333666051	0.332	0.374	0.00318406	Rora	ENSMUSG00000032238	19883	RAR-related orphan receptor alpha			
1.04E-07	0.289764501	0.359	0.318	0.003341679	Samd9l	ENSMUSG00000047735	209086	sterile alpha motif domain containing 9-like	protein binding	Binding to a protein.	molecular_function
1.05E-07	-0.340666642	0.219	0.26	0.003398729	Itgb1bp1	ENSMUSG00000062352	16413	integrin beta 1 binding protein 1			
1.05E-07	-0.328441482	0.244	0.285	0.00339895	Spint2	ENSMUSG00000074227	20733	"serine protease inhibitor, Kunitz type 2"	cytoplasm	"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."	cellular_component
1.10E-07	0.304965888	0.452	0.419	0.003553711	Tns3	ENSMUSG00000020422	319939	tensin 3	protein binding	Binding to a protein.	molecular_function
1.18E-07	0.302956798	0.264	0.223	0.003802939	Tm9sf4	ENSMUSG00000068040	99237	transmembrane 9 superfamily member 4			
1.28E-07	0.351422832	0.35	0.311	0.004122887	Isg15	ENSMUSG00000035692	100038882	ISG15 ubiquitin-like modifier	protein binding	Binding to a protein.	molecular_function
1.32E-07	0.299684696	0.293	0.253	0.004253716	Wdr44	ENSMUSG00000036769	72404	WD repeat domain 44	protein binding	Binding to a protein.	molecular_function
1.67E-07	0.282225594	0.33	0.29	0.005380768	Rtp4	ENSMUSG00000033355	67775	receptor transporter protein 4	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
1.71E-07	-0.257686136	0.313	0.354	0.005521366	Dctn6	ENSMUSG00000031516	22428	dynactin 6			
1.74E-07	-0.361877155	0.215	0.255	0.005602897	Pnpla2	ENSMUSG00000025509	66853	patatin-like phospholipase domain containing 2	hydrolase activity	"Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc."	molecular_function
1.74E-07	0.259625818	0.365	0.324	0.005616844	Ago3	ENSMUSG00000028842	214150	argonaute RISC catalytic subunit 3	nucleic acid binding	Binding to a nucleic acid.	molecular_function
1.74E-07	0.268239733	0.342	0.304	0.005628516	Rnase4	ENSMUSG00000021876	58809	"ribonuclease, RNase A family 4"	nucleic acid binding	Binding to a nucleic acid.	molecular_function
1.75E-07	0.258667073	0.38	0.336	0.00565072	Npepps	ENSMUSG00000001441	19155	aminopeptidase puromycin sensitive	zinc ion binding	Binding to a zinc ion (Zn).	molecular_function
1.82E-07	0.272906819	0.374	0.333	0.005863404	Extl3	ENSMUSG00000021978	54616	exostosin-like glycosyltransferase 3	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
1.84E-07	-0.394162108	0.249	0.286	0.00594555	Gyg	NA	NA	NA	NA	NA	NA
2.21E-07	0.340116271	0.567	0.551	0.007143823	Lrmda	ENSMUSG00000063458	76633	leucine rich melanocyte differentiation associated	protein binding	Binding to a protein.	molecular_function
2.42E-07	0.277407898	0.254	0.216	0.00782297	Ralb	ENSMUSG00000004451	64143	v-ral simian leukemia viral oncogene B	signal transduction	"The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."	biological_process
2.47E-07	-0.362906636	0.22	0.261	0.007981451	Gsn	ENSMUSG00000026879	227753	gelsolin	actin filament binding	"Binding to an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits."	molecular_function
2.51E-07	-0.28773331	0.313	0.35	0.008102556	Mrps34	ENSMUSG00000038880	79044	mitochondrial ribosomal protein S34	structural constituent of ribosome	The action of a molecule that contributes to the structural integrity of the ribosome.	molecular_function
2.53E-07	0.385249935	0.361	0.327	0.008155832	Isy1	ENSMUSG00000030056	57905	ISY1 splicing factor homolog	generation of catalytic spliceosome for second transesterification step	Conformational rearrangement of the spliceosomal complex containing the RNA products from the 1st step of splicing to form the catalytic site for the second step of splicing.	biological_process
2.53E-07	0.293374859	0.253	0.215	0.008168994	Myadm	ENSMUSG00000068566	50918	myeloid-associated differentiation marker	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
2.70E-07	0.289094741	0.359	0.32	0.0087031	Fgd2	ENSMUSG00000024013	26382	"FYVE, RhoGEF and PH domain containing 2"	metal ion binding	Binding to a metal ion.	molecular_function
2.73E-07	-0.306557158	0.317	0.358	0.008805203	Arhgap26	ENSMUSG00000118193	NA				
2.78E-07	-0.266200467	0.361	0.404	0.008963075	Ppdpf	ENSMUSG00000016344	66496	pancreatic progenitor cell differentiation and proliferation factor	multicellular organism development	The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).	biological_process
2.80E-07	0.313540096	0.307	0.268	0.009054761	Man1c1	ENSMUSG00000037306	230815	"mannosidase, alpha, class 1C, member 1"	carbohydrate metabolic process	"The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."	biological_process
2.86E-07	-0.27935676	0.25	0.292	0.009230627	Mpdu1	ENSMUSG00000018761	24070	mannose-P-dolichol utilization defect 1	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
3.23E-07	-0.282388553	0.266	0.307	0.010433627	Parl	ENSMUSG00000033918	381038	"presenilin associated, rhomboid-like"	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
4.01E-07	0.327328291	0.28	0.243	0.012937797	Gtf2h2	ENSMUSG00000021639	23894	"general transcription factor II H, polypeptide 2"	nucleus	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	cellular_component
4.35E-07	0.300936121	0.296	0.256	0.014053669	Tomm34	ENSMUSG00000018322	67145	translocase of outer mitochondrial membrane 34	protein binding	Binding to a protein.	molecular_function
4.38E-07	0.29666586	0.268	0.23	0.014136338	Lpar6	ENSMUSG00000033446	67168	lysophosphatidic acid receptor 6	G protein-coupled receptor activity	Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.	molecular_function
5.10E-07	0.258211778	0.275	0.235	0.016471282	Stxbp5	ENSMUSG00000019790	78808	syntaxin binding protein 5 (tomosyn)	protein binding	Binding to a protein.	molecular_function
5.60E-07	0.295724322	0.401	0.362	0.018088011	01-Mar	NA	NA	NA	NA	NA	NA
5.72E-07	-0.294423114	0.302	0.339	0.018477473	Zmat5	ENSMUSG00000009076	67178	"zinc finger, matrin type 5"	metal ion binding	Binding to a metal ion.	molecular_function
5.78E-07	-0.298313727	0.277	0.315	0.018659941	Mrpl4	ENSMUSG00000003299	66163	mitochondrial ribosomal protein L4	structural constituent of ribosome	The action of a molecule that contributes to the structural integrity of the ribosome.	molecular_function
6.25E-07	0.337140098	0.575	0.542	0.020185167	Scaf11	ENSMUSG00000033228	72193	SR-related CTD-associated factor 11	spliceosomal complex assembly	"The aggregation, arrangement and bonding together of a spliceosomal complex, a ribonucleoprotein apparatus that catalyzes nuclear mRNA splicing via transesterification reactions."	biological_process
6.36E-07	-0.276191567	0.293	0.333	0.020519969	St6galnac3	ENSMUSG00000052544	20447	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"	protein glycosylation	"A protein modification process that results in the addition of a carbohydrate or carbohydrate derivative unit to a protein amino acid, e.g. the addition of glycan chains to proteins."	biological_process
7.00E-07	-0.410547265	0.231	0.266	0.022585175	Prdx4	ENSMUSG00000025289	53381	peroxiredoxin 4	oxidoreductase activity	"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."	molecular_function
7.04E-07	0.292951063	0.301	0.263	0.022733349	Mknk1	ENSMUSG00000028708	17346	MAP kinase-interacting serine/threonine kinase 1	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
7.84E-07	0.265509846	0.298	0.259	0.025320299	Nbr1	ENSMUSG00000017119	17966	"NBR1, autophagy cargo receptor"	protein binding	Binding to a protein.	molecular_function
8.59E-07	0.281486526	0.265	0.228	0.027721435	Pign	ENSMUSG00000056536	27392	"phosphatidylinositol glycan anchor biosynthesis, class N"	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
8.87E-07	-0.436464272	0.303	0.334	0.028628153	Ap1s2	ENSMUSG00000031367	108012	"adaptor-related protein complex 1, sigma 2 subunit"	intracellular protein transport	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."	biological_process
9.07E-07	-0.534282921	0.448	0.402	0.029288463	Peak1	ENSMUSG00000074305	244895	pseudopodium-enriched atypical kinase 1	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
1.09E-06	0.277438847	0.262	0.225	0.035058193	Swap70	ENSMUSG00000031015	20947	SWA-70 protein	nucleus	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	cellular_component
1.12E-06	0.346290402	0.41	0.376	0.03628623	Rasgef1b	ENSMUSG00000089809	320292	"RasGEF domain family, member 1B"	guanyl-nucleotide exchange factor activity	"Stimulates the exchange of GDP to GTP on a signaling GTPase, changing its conformation to its active form. Guanine nucleotide exchange factors (GEFs) act by stimulating the release of guanosine diphosphate (GDP) to allow binding of guanosine triphosphate (GTP), which is more abundant in the cell under normal cellular physiological conditions."	molecular_function
1.14E-06	-0.302286002	0.241	0.278	0.036694222	Smim8	ENSMUSG00000028295	66291	small integral membrane protein 8	molecular_function	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs."	molecular_function
1.16E-06	0.314665419	0.285	0.25	0.037491028	Snx30	ENSMUSG00000028385	209131	sorting nexin family member 30	protein binding	Binding to a protein.	molecular_function
1.21E-06	0.294532669	0.389	0.347	0.038929977	A930015D03Rik	ENSMUSG00000092368	NA				
1.22E-06	-0.407923081	0.217	0.254	0.039321589	Rnase6	ENSMUSG00000021880	78416	"ribonuclease, RNase A family, 6"	nucleic acid binding	Binding to a nucleic acid.	molecular_function
1.24E-06	0.261085796	0.376	0.338	0.039947136	Zfp407	ENSMUSG00000048410	240476	zinc finger protein 407	nucleus	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	cellular_component
1.25E-06	0.257390092	0.272	0.233	0.040454478	Mtmr6	ENSMUSG00000021987	219135	myotubularin related protein 6	dephosphorylation	The process of removing one or more phosphoric (ester or anhydride) residues from a molecule.	biological_process
1.26E-06	0.252347214	0.504	0.466	0.040780825	Dapp1	ENSMUSG00000028159	26377	dual adaptor for phosphotyrosine and 3-phosphoinositides 1	cytoplasm	"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."	cellular_component
1.28E-06	0.298514892	0.444	0.409	0.041353836	Gm20186	ENSMUSG00000106874	NA				
1.36E-06	-0.2940943	0.284	0.32	0.043890331	Chmp1a	ENSMUSG00000000743	234852	charged multivesicular body protein 1A	vacuolar transport	"The directed movement of substances into, out of or within a vacuole."	biological_process
1.38E-06	0.258168784	0.289	0.253	0.04452855	Tvp23b	ENSMUSG00000014177	67510	trans-golgi network vesicle protein 23B	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
1.41E-06	-0.25668325	0.344	0.38	0.04558303	Cops6	ENSMUSG00000019494	26893	COP9 signalosome subunit 6	protein binding	Binding to a protein.	molecular_function
1.42E-06	0.368002658	0.32	0.285	0.045767208	Tagap	ENSMUSG00000033450	72536	T cell activation Rho GTPase activating protein	signal transduction	"The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."	biological_process
1.45E-06	0.309920716	0.278	0.242	0.04674807	Irf2bpl	ENSMUSG00000034168	238330	interferon regulatory factor 2 binding protein-like	nucleus	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	cellular_component
1.45E-06	-0.274211586	0.562	0.573	0.046969967	H2-Eb1	ENSMUSG00000060586	14969	"histocompatibility 2, class II antigen E beta"	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
1.49E-06	0.319065363	0.259	0.223	0.048041492	Bicra	ENSMUSG00000070808	243842	BRD4 interacting chromatin remodeling complex associated protein			
1.50E-06	0.250987137	0.313	0.275	0.048448066	Trim12c	ENSMUSG00000057143	319236	tripartite motif-containing 12C	protein binding	Binding to a protein.	molecular_function
1.59E-06	0.291636402	0.303	0.267	0.051306904	Chd3	ENSMUSG00000018474	216848	chromodomain helicase DNA binding protein 3			
1.64E-06	-0.349641373	0.228	0.265	0.0527949	Trappc5	ENSMUSG00000040236	66682	trafficking protein particle complex 5	TRAPP complex	A large complex that acts as a tethering factor involved in transporting vesicles from the ER through the Golgi to the plasma membrane. A TRAPP (transport protein particle) complex has a core set of proteins which are joined by specific subunits depending on the cellular component where a given TRAPP complex is active.	cellular_component
1.67E-06	0.261672377	0.53	0.501	0.054010691	Lst1	ENSMUSG00000073412	16988	leukocyte specific transcript 1	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
1.74E-06	0.302863543	0.289	0.255	0.056159001	Hmg20a	ENSMUSG00000032329	66867	high mobility group 20A	nucleus	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	cellular_component
